Species	AphisID	ImageLink	Group
Diplodus cervinus	127051	https://upload.wikimedia.org/wikipedia/commons/thumb/e/e6/Sargo_real_%28Diplodus_cervinus%29%2C_franja_marina_Teno-Rasca%2C_Tenerife%2C_Espa%C3%B1a%2C_2022-01-09%2C_DD_49.jpg/1280px-Sargo_real_%28Diplodus_cervinus%29%2C_franja_marina_Teno-Rasca%2C_Tenerife%2C_Espa%C3%B1a%2C_2022-01-09%2C_DD_49.jpg	Actinopteri
Polyprion americanus	126998	https://upload.wikimedia.org/wikipedia/commons/thumb/8/86/Polyprion_americanus.101_-_Aquarium_Finisterrae.jpg/1280px-Polyprion_americanus.101_-_Aquarium_Finisterrae.jpg	Actinopteri
Serranus sanctaehelenae	273905	http://collections.nmnh.si.edu/media/index.php?irn=10146136&width=320	Actinopteri
Gaidropsarus biscayensis	126452	https://www.fishbase.se/images/species/Gabis_u1.jpg	Actinopteri
Lampanyctus pusillus	126619	https://www.fishbase.se/images/species/Lapus_u0.jpg	Actinopteri
Gymnothorax vicinus	126302	https://www.meerwasser-lexikon.de/imgHaupt/47430_DWCCu6U91N.jpg	Actinopteri
Parapristipoma octolineatum	126945	https://www.meerwasser-lexikon.de/imgHaupt/39900_tfVLHe2UMa.jpg	Actinopteri
Symphodus ocellatus	273572	https://www.meerwasser-lexikon.de/imgHaupt/18334_nqvRJKaV81.jpg	Actinopteri
Kajikia albida	712906	https://upload.wikimedia.org/wikipedia/commons/thumb/0/0e/White_Marlin_in_North_Carolina_1394318584.jpg/1280px-White_Marlin_in_North_Carolina_1394318584.jpg	Actinopteri
Lagocephalus sceleratus	219954	https://www.meerwasser-lexikon.de/imgHaupt/63429_5ef37befd5307.jpg	Actinopteri
Umbrina cirrosa	127012	https://upload.wikimedia.org/wikipedia/commons/9/95/Umbrina_cirrosa_Italy_01.jpg	Actinopteri
Mycteroperca rubra	127039	https://www.fishbase.se/images/species/Myrub_u7.jpg	Actinopteri
Scorpaena loppei	127244	https://adriaticnature.com/wp-content/uploads/2016/01/Scorpaena-loppei-2.jpg	Actinopteri
Anampses lineatus	218921	https://www.meerwasser-lexikon.de/imgHaupt/3244_SBvaMYHb6b.jpg	Actinopteri
Mustelus mustelus	105822	https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Mustelus_asterias.jpg/450px-Mustelus_asterias.jpg	Elasmobranchii
Arnoglossus laterna	127126	https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/Arnoglossus_laterna_2.jpg/450px-Arnoglossus_laterna_2.jpg	Actinopteri
Callionymus risso	126796	https://upload.wikimedia.org/wikipedia/commons/9/94/Callionymus_risso_Cres_2.JPG	Actinopteri
Paralepis coregonoides	126361	https://adriaticnature.com/wp-content/uploads/2015/12/Paralepis-coregonoides.jpg	Actinopteri
Exocoetus volitans	126385	https://www.fishbase.se/photos/workimagethumb.php?s=http://www.fishbase.se/tools/UploadPhoto/uploads/1584948214_172.68.146.118.jpg&w=600	Actinopteri
Pseudodistoma crucigaster	103678	https://www.mer-littoral.org/32/photos/pseudodistoma-crucigaster-0m.jpg	Ascidiacea
Muraena helena	126303	"https://zenodo.org/api/iiif/v2/292d1a16-cc82-4eff-a0b8-4f84f0c0f20f:3d29804b-4a8f-4af1-8b4a-8e213b251dc5:figure.png/full/750,/0/default.png"	Actinopteri
Trachinus araneus	127081	https://www.meerwasser-lexikon.de/imgHaupt/25163_S835VudNXN.jpg	Actinopteri
Trachinus draco	127082	https://www.fishbase.se/images/species/Trdra_u1.jpg	Actinopteri
Hippocampus hippocampus	127380	https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Hippocampus_hippocampus_%28on_Ascophyllum_nodosum%29.jpg/800px-Hippocampus_hippocampus_%28on_Ascophyllum_nodosum%29.jpg	Actinopteri
Paranthias furcifer	282084	https://www.fishbase.se/images/species/Pafur_u1.jpg	Actinopteri
Lepadogaster candolii	272526	https://www.meerwasser-lexikon.de/imgHaupt/26349_6vkdtnmfuz.jpg	Actinopteri
Spicara smaris	126830	https://www.fishbase.se/images/species/Spsma_u0.jpg	Actinopteri
Micromesistius poutassou	126439	https://www.fishbase.se/images/species/Mipou_u4.jpg	Actinopteri
Tripterygion delaisi	127090	https://upload.wikimedia.org/wikipedia/commons/7/76/Tripterygion_delaisi.jpg	Actinopteri
Epigonus telescopus	126858	http://www.fischdb.de/katalog/fish.2005-09-21.2475772133/picture	Actinopteri
Symphodus melops	273571	https://www.meerwasser-lexikon.de/imgHaupt/29749_UExmLLabeU.jpg	Actinopteri
Coryphoblennius galerita	126762	https://c7.alamy.com/compde/eh4pr2/montagu-blenny-coryphoblennius-galerita-eh4pr2.jpg	Actinopteri
Raja radula	105889	https://images.marinespecies.org/thumbs/116569_raja-radula-juvenile.jpg?w=700	Elasmobranchii
Aplidium tabarquensis	103667	https://www.mer-littoral.org/32/photos/aplidium-tabarquensis-0m.jpg	Ascidiacea
